,Bird Species,Count,Location,Time Period
613,Rock pigeon,0,"Ashy Minivet---18 College Ave E, Singapore 138593",1001
614,Yellow-vented bulbul,2,"Ashy Minivet---18 College Ave E, Singapore 138593",1001
615,Javan myna,4,Ashy Minivet---Cinnamon College Driveway along College Ave E,1012
616,Olive-backed sunbird,0,Ashy Minivet---Cinnamon College Driveway along College Ave E,1012
617,Black-naped oriole,0,Ashy Minivet---Cinnamon College Driveway along College Ave E,1012
618,Rock pigeon,0,Ashy Minivet---Cinnamon College Driveway along College Ave E,1012
619,Yellow-vented bulbul,3,Ashy Minivet---Cinnamon College Driveway along College Ave E,1012
620,Javan myna,5,Coppersmith Barbet---28 College Ave West (near Yale-NUS),0750
621,Olive-backed sunbird,1,Coppersmith Barbet---28 College Ave West (near Yale-NUS),0750
622,Black-naped oriole,1,Coppersmith Barbet---28 College Ave West (near Yale-NUS),0750
623,Rock pigeon,0,Coppersmith Barbet---28 College Ave West (near Yale-NUS),0750
624,Yellow-vented bulbul,0,Coppersmith Barbet---28 College Ave West (near Yale-NUS),0750
625,Javan myna,1,Coppersmith Barbet---6 College Ave E (near RC4),0806
626,Olive-backed sunbird,0,Coppersmith Barbet---6 College Ave E (near RC4),0806
627,Black-naped oriole,0,Coppersmith Barbet---6 College Ave E (near RC4),0806
628,Rock pigeon,2,Coppersmith Barbet---6 College Ave E (near RC4),0806
629,Yellow-vented bulbul,2,Coppersmith Barbet---6 College Ave E (near RC4),0806
630,Javan myna,0,Coppersmith Barbet---8 College Ave E (near CAPT),0822
631,Olive-backed sunbird,0,Coppersmith Barbet---8 College Ave E (near CAPT),0822
632,Black-naped oriole,2,Coppersmith Barbet---8 College Ave E (near CAPT),0822
633,Rock pigeon,0,Coppersmith Barbet---8 College Ave E (near CAPT),0822
634,Yellow-vented bulbul,1,Coppersmith Barbet---8 College Ave E (near CAPT),0822
635,Javan myna,3,Coppersmith Barbet---26 College Ave E (near Cinnamon College),0837
636,Olive-backed sunbird,1,Coppersmith Barbet---26 College Ave E (near Cinnamon College),0837
637,Black-naped oriole,1,Coppersmith Barbet---26 College Ave E (near Cinnamon College),0837
638,Rock pigeon,5,Coppersmith Barbet---26 College Ave E (near Cinnamon College),0837
639,Yellow-vented bulbul,2,Coppersmith Barbet---26 College Ave E (near Cinnamon College),0837
640,Javan myna,5,Coppersmith Barbet---36 College Ave E (near UTown Residence),0900
641,Olive-backed sunbird,1,Coppersmith Barbet---36 College Ave E (near UTown Residence),0900
642,Black-naped oriole,1,Coppersmith Barbet---36 College Ave E (near UTown Residence),0900
643,Rock pigeon,1,Coppersmith Barbet---36 College Ave E (near UTown Residence),0900
644,Yellow-vented bulbul,4,Coppersmith Barbet---36 College Ave E (near UTown Residence),0900
645,Javan myna,5,Coppersmith Barbet---College Link Rd (near Hwang's),0921
646,Olive-backed sunbird,1,Coppersmith Barbet---College Link Rd (near Hwang's),0921
647,Black-naped oriole,0,Coppersmith Barbet---College Link Rd (near Hwang's),0921
648,Rock pigeon,0,Coppersmith Barbet---College Link Rd (near Hwang's),0921
649,Yellow-vented bulbul,3,Coppersmith Barbet---College Link Rd (near Hwang's),0921
650,Javan myna,9,"Coppersmith Barbet---CREATE Tower, 1 Create Way (near Town Green)",0935
651,Olive-backed sunbird,1,"Coppersmith Barbet---CREATE Tower, 1 Create Way (near Town Green)",0935
652,Black-naped oriole,0,"Coppersmith Barbet---CREATE Tower, 1 Create Way (near Town Green)",0935
653,Rock pigeon,0,"Coppersmith Barbet---CREATE Tower, 1 Create Way (near Town Green)",0935
654,Yellow-vented bulbul,3,"Coppersmith Barbet---CREATE Tower, 1 Create Way (near Town Green)",0935
655,Javan myna,5,Coppersmith Barbet---AYE (near the wind tunnel facility),1005
656,Olive-backed sunbird,1,Coppersmith Barbet---AYE (near the wind tunnel facility),1005
657,Black-naped oriole,1,Coppersmith Barbet---AYE (near the wind tunnel facility),1005
658,Rock pigeon,0,Coppersmith Barbet---AYE (near the wind tunnel facility),1005
659,Yellow-vented bulbul,3,Coppersmith Barbet---AYE (near the wind tunnel facility),1005
660,Javan myna,4,Coppersmith Barbet---8 Sports Drive 1 (near NUS Sports Hall),0745
661,Olive-backed sunbird,0,Coppersmith Barbet---8 Sports Drive 1 (near NUS Sports Hall),0745
662,Black-naped oriole,0,Coppersmith Barbet---8 Sports Drive 1 (near NUS Sports Hall),0745
663,Rock pigeon,0,Coppersmith Barbet---8 Sports Drive 1 (near NUS Sports Hall),0745
664,Yellow-vented bulbul,0,Coppersmith Barbet---8 Sports Drive 1 (near NUS Sports Hall),0745
665,Javan myna,0,Coppersmith Barbet---20 Lower Kent Ridge Rd (near YIH),0800
666,Olive-backed sunbird,2,Coppersmith Barbet---20 Lower Kent Ridge Rd (near YIH),0800
667,Black-naped oriole,0,Coppersmith Barbet---20 Lower Kent Ridge Rd (near YIH),0800
668,Rock pigeon,0,Coppersmith Barbet---20 Lower Kent Ridge Rd (near YIH),0800
669,Yellow-vented bulbul,0,Coppersmith Barbet---20 Lower Kent Ridge Rd (near YIH),0800
670,Javan myna,1,"Coppersmith Barbet---NUS Field, near AYE",0825
671,Olive-backed sunbird,4,"Coppersmith Barbet---NUS Field, near AYE",0825
672,Black-naped oriole,0,"Coppersmith Barbet---NUS Field, near AYE",0825
673,Rock pigeon,1,"Coppersmith Barbet---NUS Field, near AYE",0825
674,Yellow-vented bulbul,1,"Coppersmith Barbet---NUS Field, near AYE",0825
675,Javan myna,2,"Coppersmith Barbet---Lower Kent Ridge Road, LT33 (Carpark behind LT33)",0845
676,Olive-backed sunbird,2,"Coppersmith Barbet---Lower Kent Ridge Road, LT33 (Carpark behind LT33)",0845
677,Black-naped oriole,0,"Coppersmith Barbet---Lower Kent Ridge Road, LT33 (Carpark behind LT33)",0845
678,Rock pigeon,0,"Coppersmith Barbet---Lower Kent Ridge Road, LT33 (Carpark behind LT33)",0845
679,Yellow-vented bulbul,0,"Coppersmith Barbet---Lower Kent Ridge Road, LT33 (Carpark behind LT33)",0845
680,Javan myna,1,Coppersmith Barbet---1 Science Drive,0900
681,Olive-backed sunbird,1,Coppersmith Barbet---1 Science Drive,0900
682,Black-naped oriole,0,Coppersmith Barbet---1 Science Drive,0900
683,Rock pigeon,2,Coppersmith Barbet---1 Science Drive,0900
684,Yellow-vented bulbul,0,Coppersmith Barbet---1 Science Drive,0900
685,Javan myna,2,Coppersmith Barbet---Prince George's Park Residences,0930
686,Olive-backed sunbird,3,Coppersmith Barbet---Prince George's Park Residences,0930
687,Black-naped oriole,0,Coppersmith Barbet---Prince George's Park Residences,0930
688,Rock pigeon,1,Coppersmith Barbet---Prince George's Park Residences,0930
689,Yellow-vented bulbul,0,Coppersmith Barbet---Prince George's Park Residences,0930
690,Javan myna,1,"Coppersmith Barbet---Engineering Drive 1, T-Lab (Carpark)",0740
691,Olive-backed sunbird,2,"Coppersmith Barbet---Engineering Drive 1, T-Lab (Carpark)",0740
692,Black-naped oriole,1,"Coppersmith Barbet---Engineering Drive 1, T-Lab (Carpark)",0740
693,Rock pigeon,0,"Coppersmith Barbet---Engineering Drive 1, T-Lab (Carpark)",0740
694,Yellow-vented bulbul,3,"Coppersmith Barbet---Engineering Drive 1, T-Lab (Carpark)",0740
695,Javan myna,7,"Coppersmith Barbet---Engineering Drive 4, Techno Edge",0810
696,Olive-backed sunbird,0,"Coppersmith Barbet---Engineering Drive 4, Techno Edge",0810
697,Black-naped oriole,3,"Coppersmith Barbet---Engineering Drive 4, Techno Edge",0810
698,Rock pigeon,5,"Coppersmith Barbet---Engineering Drive 4, Techno Edge",0810
699,Yellow-vented bulbul,2,"Coppersmith Barbet---Engineering Drive 4, Techno Edge",0810
700,Javan myna,3,"Coppersmith Barbet---10 Architecture Drive, Center For English Language Communication",0825
701,Olive-backed sunbird,2,"Coppersmith Barbet---10 Architecture Drive, Center For English Language Communication",0825
702,Black-naped oriole,2,"Coppersmith Barbet---10 Architecture Drive, Center For English Language Communication",0825
703,Rock pigeon,2,"Coppersmith Barbet---10 Architecture Drive, Center For English Language Communication",0825
704,Yellow-vented bulbul,3,"Coppersmith Barbet---10 Architecture Drive, Center For English Language Communication",0825
705,Javan myna,1,"Coppersmith Barbet---15 Kent Ridge Road, Centre for Development of Teaching and Learning",0844
706,Olive-backed sunbird,4,"Coppersmith Barbet---15 Kent Ridge Road, Centre for Development of Teaching and Learning",0844
707,Black-naped oriole,1,"Coppersmith Barbet---15 Kent Ridge Road, Centre for Development of Teaching and Learning",0844
708,Rock pigeon,5,"Coppersmith Barbet---15 Kent Ridge Road, Centre for Development of Teaching and Learning",0844
709,Yellow-vented bulbul,2,"Coppersmith Barbet---15 Kent Ridge Road, Centre for Development of Teaching and Learning",0844
710,Javan myna,7,Coppersmith Barbet---Ridge View Residential College,0908
711,Olive-backed sunbird,0,Coppersmith Barbet---Ridge View Residential College,0908
712,Black-naped oriole,1,Coppersmith Barbet---Ridge View Residential College,0908
713,Rock pigeon,2,Coppersmith Barbet---Ridge View Residential College,0908
714,Yellow-vented bulbul,4,Coppersmith Barbet---Ridge View Residential College,0908
715,Javan myna,0,Coppersmith Barbet---14A Prince George's Park,0935
716,Olive-backed sunbird,1,Coppersmith Barbet---14A Prince George's Park,0935
717,Black-naped oriole,3,Coppersmith Barbet---14A Prince George's Park,0935
718,Rock pigeon,0,Coppersmith Barbet---14A Prince George's Park,0935
719,Yellow-vented bulbul,6,Coppersmith Barbet---14A Prince George's Park,0935
720,Javan myna,4,Pacific Swallow---9 Engineering Dr 1,1042
721,Olive-backed sunbird,1,Pacific Swallow---9 Engineering Dr 1,1042
722,Black-naped oriole,0,Pacific Swallow---9 Engineering Dr 1,1042
723,Rock pigeon,0,Pacific Swallow---9 Engineering Dr 1,1042
724,Yellow-vented bulbul,0,Pacific Swallow---9 Engineering Dr 1,1042
725,Javan myna,0,"Pacific Swallow---Kent Ridge Dr, Opposite Kent Ridge Guild House",1118
726,Olive-backed sunbird,0,"Pacific Swallow---Kent Ridge Dr, Opposite Kent Ridge Guild House",1118
727,Black-naped oriole,1,"Pacific Swallow---Kent Ridge Dr, Opposite Kent Ridge Guild House",1118
728,Rock pigeon,0,"Pacific Swallow---Kent Ridge Dr, Opposite Kent Ridge Guild House",1118
729,Yellow-vented bulbul,0,"Pacific Swallow---Kent Ridge Dr, Opposite Kent Ridge Guild House",1118
730,Javan myna,4,"Pacific Swallow---Kent Ridge Dr, in front of Shaw Foundation Alumni House",1130
731,Olive-backed sunbird,3,"Pacific Swallow---Kent Ridge Dr, in front of Shaw Foundation Alumni House",1130
732,Black-naped oriole,0,"Pacific Swallow---Kent Ridge Dr, in front of Shaw Foundation Alumni House",1130
733,Rock pigeon,1,"Pacific Swallow---Kent Ridge Dr, in front of Shaw Foundation Alumni House",1130
734,Yellow-vented bulbul,0,"Pacific Swallow---Kent Ridge Dr, in front of Shaw Foundation Alumni House",1130
735,Javan myna,5,"Pacific Swallow---Prince George's Park, Opposite Residences",1225
736,Olive-backed sunbird,0,"Pacific Swallow---Prince George's Park, Opposite Residences",1225
737,Black-naped oriole,0,"Pacific Swallow---Prince George's Park, Opposite Residences",1225
738,Rock pigeon,1,"Pacific Swallow---Prince George's Park, Opposite Residences",1225
739,Yellow-vented bulbul,0,"Pacific Swallow---Prince George's Park, Opposite Residences",1225
740,Javan myna,1,"Pacific Swallow---Lower Kent Ridge Road, after roundabout",1241
741,Olive-backed sunbird,0,"Pacific Swallow---Lower Kent Ridge Road, after roundabout",1241
742,Black-naped oriole,0,"Pacific Swallow---Lower Kent Ridge Road, after roundabout",1241
743,Rock pigeon,0,"Pacific Swallow---Lower Kent Ridge Road, after roundabout",1241
744,Yellow-vented bulbul,1,"Pacific Swallow---Lower Kent Ridge Road, after roundabout",1241
745,Javan myna,3,"Pacific Swallow---Lower Kent Ridge Road, opposite LT28",1254
746,Olive-backed sunbird,0,"Pacific Swallow---Lower Kent Ridge Road, opposite LT28",1254
747,Black-naped oriole,0,"Pacific Swallow---Lower Kent Ridge Road, opposite LT28",1254
748,Rock pigeon,3,"Pacific Swallow---Lower Kent Ridge Road, opposite LT28",1254
749,Yellow-vented bulbul,0,"Pacific Swallow---Lower Kent Ridge Road, opposite LT28",1254
750,Javan myna,2,"Pacific Swallow---Lower Kent Ridge Road, opposite University Hall",1430
751,Olive-backed sunbird,3,"Pacific Swallow---Lower Kent Ridge Road, opposite University Hall",1430
752,Black-naped oriole,0,"Pacific Swallow---Lower Kent Ridge Road, opposite University Hall",1430
753,Rock pigeon,0,"Pacific Swallow---Lower Kent Ridge Road, opposite University Hall",1430
754,Yellow-vented bulbul,1,"Pacific Swallow---Lower Kent Ridge Road, opposite University Hall",1430
755,Javan myna,1,"Pacific Swallow---Lower Kent Ridge Road, field @ track",1441
756,Olive-backed sunbird,0,"Pacific Swallow---Lower Kent Ridge Road, field @ track",1441
757,Black-naped oriole,0,"Pacific Swallow---Lower Kent Ridge Road, field @ track",1441
758,Rock pigeon,0,"Pacific Swallow---Lower Kent Ridge Road, field @ track",1441
759,Yellow-vented bulbul,0,"Pacific Swallow---Lower Kent Ridge Road, field @ track",1441
760,Javan myna,1,"Pacific Swallow---Lower Kent Ridge Road, USC opposite 7-11",1500
761,Olive-backed sunbird,0,"Pacific Swallow---Lower Kent Ridge Road, USC opposite 7-11",1500
762,Black-naped oriole,0,"Pacific Swallow---Lower Kent Ridge Road, USC opposite 7-11",1500
763,Rock pigeon,0,"Pacific Swallow---Lower Kent Ridge Road, USC opposite 7-11",1500
764,Yellow-vented bulbul,0,"Pacific Swallow---Lower Kent Ridge Road, USC opposite 7-11",1500
765,Javan myna,2,"Pacific Swallow---In between ERC, YNC and Cinnamon",0805
766,Olive-backed sunbird,0,"Pacific Swallow---In between ERC, YNC and Cinnamon",0805
767,Black-naped oriole,0,"Pacific Swallow---In between ERC, YNC and Cinnamon",0805
768,Rock pigeon,0,"Pacific Swallow---In between ERC, YNC and Cinnamon",0805
769,Yellow-vented bulbul,5,"Pacific Swallow---In between ERC, YNC and Cinnamon",0805
770,Javan myna,2,Pacific Swallow---Right outside of Cinnamon College,0818
771,Olive-backed sunbird,0,Pacific Swallow---Right outside of Cinnamon College,0818
772,Black-naped oriole,1,Pacific Swallow---Right outside of Cinnamon College,0818
773,Rock pigeon,0,Pacific Swallow---Right outside of Cinnamon College,0818
774,Yellow-vented bulbul,4,Pacific Swallow---Right outside of Cinnamon College,0818
775,Javan myna,3,Pacific Swallow---Yale NUS College,0842
776,Olive-backed sunbird,1,Pacific Swallow---Yale NUS College,0842
777,Black-naped oriole,0,Pacific Swallow---Yale NUS College,0842
778,Rock pigeon,0,Pacific Swallow---Yale NUS College,0842
779,Yellow-vented bulbul,2,Pacific Swallow---Yale NUS College,0842
780,Javan myna,4,"Pacific Swallow---Utown Green, Places with steps after pizza hut",0901
781,Olive-backed sunbird,0,"Pacific Swallow---Utown Green, Places with steps after pizza hut",0901
782,Black-naped oriole,0,"Pacific Swallow---Utown Green, Places with steps after pizza hut",0901
783,Rock pigeon,0,"Pacific Swallow---Utown Green, Places with steps after pizza hut",0901
784,Yellow-vented bulbul,4,"Pacific Swallow---Utown Green, Places with steps after pizza hut",0901
785,Javan myna,5,"Pacific Swallow---CREATE Tower, before turning away from Utown Green",0913
786,Olive-backed sunbird,0,"Pacific Swallow---CREATE Tower, before turning away from Utown Green",0913
787,Black-naped oriole,0,"Pacific Swallow---CREATE Tower, before turning away from Utown Green",0913
788,Rock pigeon,0,"Pacific Swallow---CREATE Tower, before turning away from Utown Green",0913
789,Yellow-vented bulbul,2,"Pacific Swallow---CREATE Tower, before turning away from Utown Green",0913
790,Javan myna,5,Pacific Swallow---Road along the back of Utown Residence and the few resturants,0917
791,Olive-backed sunbird,0,Pacific Swallow---Road along the back of Utown Residence and the few resturants,0917
792,Black-naped oriole,0,Pacific Swallow---Road along the back of Utown Residence and the few resturants,0917
793,Rock pigeon,2,Pacific Swallow---Road along the back of Utown Residence and the few resturants,0917
794,Yellow-vented bulbul,2,Pacific Swallow---Road along the back of Utown Residence and the few resturants,0917
795,Javan myna,5,"Pacific Swallow---Up the steps of RC4, zebra crossing area",0938
796,Olive-backed sunbird,0,"Pacific Swallow---Up the steps of RC4, zebra crossing area",0938
797,Black-naped oriole,0,"Pacific Swallow---Up the steps of RC4, zebra crossing area",0938
798,Rock pigeon,0,"Pacific Swallow---Up the steps of RC4, zebra crossing area",0938
799,Yellow-vented bulbul,2,"Pacific Swallow---Up the steps of RC4, zebra crossing area",0938
800,Javan myna,0,"Crimson Sunbird---Opposite Kent Ridge residences, zebra crossing area, east of the University Cultural Centre",0906
801,Olive-backed sunbird,6,"Crimson Sunbird---Opposite Kent Ridge residences, zebra crossing area, east of the University Cultural Centre",0906
802,Black-naped oriole,1,"Crimson Sunbird---Opposite Kent Ridge residences, zebra crossing area, east of the University Cultural Centre",0906
803,Rock pigeon,0,"Crimson Sunbird---Opposite Kent Ridge residences, zebra crossing area, east of the University Cultural Centre",0906
804,Yellow-vented bulbul,1,"Crimson Sunbird---Opposite Kent Ridge residences, zebra crossing area, east of the University Cultural Centre",0906
805,Javan myna,8,Crimson Sunbird---Near rubbish bins and construction work/lab drilling at SDE and the back of Engine,0935
806,Olive-backed sunbird,1,Crimson Sunbird---Near rubbish bins and construction work/lab drilling at SDE and the back of Engine,0935
807,Black-naped oriole,1,Crimson Sunbird---Near rubbish bins and construction work/lab drilling at SDE and the back of Engine,0935
808,Rock pigeon,4,Crimson Sunbird---Near rubbish bins and construction work/lab drilling at SDE and the back of Engine,0935
809,Yellow-vented bulbul,0,Crimson Sunbird---Near rubbish bins and construction work/lab drilling at SDE and the back of Engine,0935
810,Javan myna,2,"Crimson Sunbird---Outside of CAPT Building, Utown",0845
811,Olive-backed sunbird,1,"Crimson Sunbird---Outside of CAPT Building, Utown",0845
812,Black-naped oriole,0,"Crimson Sunbird---Outside of CAPT Building, Utown",0845
813,Rock pigeon,0,"Crimson Sunbird---Outside of CAPT Building, Utown",0845
814,Yellow-vented bulbul,3,"Crimson Sunbird---Outside of CAPT Building, Utown",0845
815,Javan myna,0,Crimson Sunbird---Field in front of Yale-NUS facing Dover Road,0905
816,Olive-backed sunbird,0,Crimson Sunbird---Field in front of Yale-NUS facing Dover Road,0905
817,Black-naped oriole,0,Crimson Sunbird---Field in front of Yale-NUS facing Dover Road,0905
818,Rock pigeon,0,Crimson Sunbird---Field in front of Yale-NUS facing Dover Road,0905
819,Yellow-vented bulbul,3,Crimson Sunbird---Field in front of Yale-NUS facing Dover Road,0905
820,Javan myna,5,Crimson Sunbird---Area between CREATE and UTR along College Ave East,0932
821,Olive-backed sunbird,0,Crimson Sunbird---Area between CREATE and UTR along College Ave East,0932
822,Black-naped oriole,0,Crimson Sunbird---Area between CREATE and UTR along College Ave East,0932
823,Rock pigeon,0,Crimson Sunbird---Area between CREATE and UTR along College Ave East,0932
824,Yellow-vented bulbul,3,Crimson Sunbird---Area between CREATE and UTR along College Ave East,0932
825,Javan myna,2,Crimson Sunbird---College Link Roundabout outside CREATE,0945
826,Olive-backed sunbird,1,Crimson Sunbird---College Link Roundabout outside CREATE,0945
827,Black-naped oriole,0,Crimson Sunbird---College Link Roundabout outside CREATE,0945
828,Rock pigeon,0,Crimson Sunbird---College Link Roundabout outside CREATE,0945
829,Yellow-vented bulbul,1,Crimson Sunbird---College Link Roundabout outside CREATE,0945
830,Javan myna,2,"Crimson Sunbird---Utown Town Green, between SRC and CREATE",1000
831,Olive-backed sunbird,0,"Crimson Sunbird---Utown Town Green, between SRC and CREATE",1000
832,Black-naped oriole,0,"Crimson Sunbird---Utown Town Green, between SRC and CREATE",1000
833,Rock pigeon,0,"Crimson Sunbird---Utown Town Green, between SRC and CREATE",1000
834,Yellow-vented bulbul,0,"Crimson Sunbird---Utown Town Green, between SRC and CREATE",1000
835,Javan myna,2,"Crimson Sunbird---Green area between ERC and Tembusu, UTown",1013
836,Olive-backed sunbird,0,"Crimson Sunbird---Green area between ERC and Tembusu, UTown",1013
837,Black-naped oriole,0,"Crimson Sunbird---Green area between ERC and Tembusu, UTown",1013
838,Rock pigeon,0,"Crimson Sunbird---Green area between ERC and Tembusu, UTown",1013
839,Yellow-vented bulbul,2,"Crimson Sunbird---Green area between ERC and Tembusu, UTown",1013
840,Javan myna,0,Crimson Sunbird---Engineering Drive 3 outside E4A Building,1110
841,Olive-backed sunbird,0,Crimson Sunbird---Engineering Drive 3 outside E4A Building,1110
842,Black-naped oriole,0,Crimson Sunbird---Engineering Drive 3 outside E4A Building,1110
843,Rock pigeon,3,Crimson Sunbird---Engineering Drive 3 outside E4A Building,1110
844,Yellow-vented bulbul,0,Crimson Sunbird---Engineering Drive 3 outside E4A Building,1110
845,Javan myna,6,"Crimson Sunbird---Near the roadside of Tea Party, south of University Sports Centre",0919
846,Olive-backed sunbird,0,"Crimson Sunbird---Near the roadside of Tea Party, south of University Sports Centre",0919
847,Black-naped oriole,0,"Crimson Sunbird---Near the roadside of Tea Party, south of University Sports Centre",0919
848,Rock pigeon,1,"Crimson Sunbird---Near the roadside of Tea Party, south of University Sports Centre",0919
849,Yellow-vented bulbul,4,"Crimson Sunbird---Near the roadside of Tea Party, south of University Sports Centre",0919
850,Javan myna,4,"Crimson Sunbird---Outside RVRC, near the opp UHC bustop and stage",0936
851,Olive-backed sunbird,10,"Crimson Sunbird---Outside RVRC, near the opp UHC bustop and stage",0936
852,Black-naped oriole,0,"Crimson Sunbird---Outside RVRC, near the opp UHC bustop and stage",0936
853,Rock pigeon,0,"Crimson Sunbird---Outside RVRC, near the opp UHC bustop and stage",0936
854,Yellow-vented bulbul,3,"Crimson Sunbird---Outside RVRC, near the opp UHC bustop and stage",0936
855,Javan myna,0,Crimson Sunbird---Near softball field,1007
856,Olive-backed sunbird,2,Crimson Sunbird---Near softball field,1007
857,Black-naped oriole,0,Crimson Sunbird---Near softball field,1007
858,Rock pigeon,0,Crimson Sunbird---Near softball field,1007
859,Yellow-vented bulbul,3,Crimson Sunbird---Near softball field,1007
860,Javan myna,1,"Crimson Sunbird---Near football field, near roadside (AYE) and construction, opp University Hall",1021
861,Olive-backed sunbird,0,"Crimson Sunbird---Near football field, near roadside (AYE) and construction, opp University Hall",1021
862,Black-naped oriole,0,"Crimson Sunbird---Near football field, near roadside (AYE) and construction, opp University Hall",1021
863,Rock pigeon,0,"Crimson Sunbird---Near football field, near roadside (AYE) and construction, opp University Hall",1021
864,Yellow-vented bulbul,0,"Crimson Sunbird---Near football field, near roadside (AYE) and construction, opp University Hall",1021
865,Javan myna,1,Crimson Sunbird---Between S12 and S13,1048
866,Olive-backed sunbird,0,Crimson Sunbird---Between S12 and S13,1048
867,Black-naped oriole,0,Crimson Sunbird---Between S12 and S13,1048
868,Rock pigeon,2,Crimson Sunbird---Between S12 and S13,1048
869,Yellow-vented bulbul,0,Crimson Sunbird---Between S12 and S13,1048
870,Javan myna,0,Crimson Sunbird---Behind opposite Kent Ridge MRT bus stop,1121
871,Olive-backed sunbird,0,Crimson Sunbird---Behind opposite Kent Ridge MRT bus stop,1121
872,Black-naped oriole,0,Crimson Sunbird---Behind opposite Kent Ridge MRT bus stop,1121
873,Rock pigeon,1,Crimson Sunbird---Behind opposite Kent Ridge MRT bus stop,1121
874,Yellow-vented bulbul,3,Crimson Sunbird---Behind opposite Kent Ridge MRT bus stop,1121
875,Javan myna,0,Crimson Sunbird---Opposite Shaw Foundation Building,1500
876,Olive-backed sunbird,1,Crimson Sunbird---Opposite Shaw Foundation Building,1500
877,Black-naped oriole,1,Crimson Sunbird---Opposite Shaw Foundation Building,1500
878,Rock pigeon,0,Crimson Sunbird---Opposite Shaw Foundation Building,1500
879,Yellow-vented bulbul,1,Crimson Sunbird---Opposite Shaw Foundation Building,1500
880,Javan myna,1,"Crimson Sunbird---Along Business Link, near Heng Mui Keng Terrace turning",1520
881,Olive-backed sunbird,0,"Crimson Sunbird---Along Business Link, near Heng Mui Keng Terrace turning",1520
882,Black-naped oriole,0,"Crimson Sunbird---Along Business Link, near Heng Mui Keng Terrace turning",1520
883,Rock pigeon,0,"Crimson Sunbird---Along Business Link, near Heng Mui Keng Terrace turning",1520
884,Yellow-vented bulbul,0,"Crimson Sunbird---Along Business Link, near Heng Mui Keng Terrace turning",1520
885,Javan myna,1,Crimson Sunbird---Prince George's Park,1545
886,Olive-backed sunbird,0,Crimson Sunbird---Prince George's Park,1545
887,Black-naped oriole,0,Crimson Sunbird---Prince George's Park,1545
888,Rock pigeon,0,Crimson Sunbird---Prince George's Park,1545
889,Yellow-vented bulbul,0,Crimson Sunbird---Prince George's Park,1545
890,Javan myna,0,Spotted Wood Owl---Behind South Tower,0934
891,Olive-backed sunbird,0,Spotted Wood Owl---Behind South Tower,0934
892,Black-naped oriole,0,Spotted Wood Owl---Behind South Tower,0934
893,Rock pigeon,0,Spotted Wood Owl---Behind South Tower,0934
894,Yellow-vented bulbul,8,Spotted Wood Owl---Behind South Tower,0934
